mul_id,name,variant,class_name,technology,role,tonnage,bf_size,bf_move,bf_tmm,bf_armor,bf_structure,bf_threshold,bf_damage_short,bf_damage_short_min,bf_damage_medium,bf_damage_medium_min,bf_damage_long,bf_damage_long_min,bf_damage_extreme,bf_overheat,bf_point_value,bf_abilities,date_introduced,era_id,rules_level,battle_value,ab_ecm,ab_aecm,ab_stl,ab_lrm,ab_srm,ab_if,ab_narc,ab_case,ab_c3i,ab_c3s,ab_c3m,ab_tag,ab_rcn,ab_prb
3543,Whitworth WTH-3,WTH-3,Whitworth,Inner Sphere,Missile Boat,40.0,2,8in/12inj,0,4,3,0,1,False,2,False,2,False,0,0,27,"C3S,IF1,JMPS1,LRM1/1/1,MHQ1",3069,14,Standard,882,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3462,Vulcan VT-5S,VT-5S,Vulcan,Inner Sphere,Striker,40.0,2,16in/12inj,0,3,2,0,2,False,2,False,1,False,0,0,29,"CASE,JMPW1",3050,13,Standard,883,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3091,Strider SR1-OG,SR1-OG,Strider,Inner Sphere,Missile Boat,40.0,2,12in,0,4,3,0,3,False,2,False,1,False,0,0,27,"CASE,IF1,OMNI",3070,14,Standard,883,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3093,Strider SR1-OX,SR1-OX,Strider,Inner Sphere,Striker,40.0,2,12in,0,4,3,0,2,False,2,False,0,True,0,0,25,"CASE,IF0*,OMNI",3071,14,Experimental,889,0,0,0,0,0,1,0,1,0,0,0,0,0,0
265,Battle Cobra BTL-C-2OB,BTL-C-2OB,Battle Cobra,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,3,False,3,False,0,False,0,0,30,"C3I,MHQ2,OMNI",3063,247,Standard,895,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2657,Raptor II RPT-2X,RPT-2X,Raptor II,Inner Sphere,Scout,40.0,2,18in,0,4,2,0,2,False,1,False,0,False,0,1,31,"CASE,ECM,MAS,MTAS1",3073,14,Experimental,896,1,0,0,0,0,0,0,1,0,0,0,0,0,0
649,Clint CLNT-3-3T,CLNT-3-3T,Clint,Inner Sphere,Striker,40.0,2,12inj,0,4,3,0,2,False,2,False,0,False,0,0,24,CASE,3069,14,Standard,901,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1621,Initiate INI-04,INI-04,Initiate,Inner Sphere,Sniper,40.0,2,8in,0,5,2,0,3,False,2,False,2,False,0,0,28,"C3I,CASE,IF0*,MHQ2",3068,14,Standard,901,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1496,"Hermes II HER-2M ""Mercury""","HER-2M ""Mercury""",Hermes II,Inner Sphere,Striker,40.0,2,14in,0,4,3,0,3,False,2,False,0,False,0,0,33,,2802,11,Introductory,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,Strider SR1-OB,SR1-OB,Strider,Inner Sphere,Missile Boat,40.0,2,12in,0,4,3,0,1,False,2,False,2,False,0,0,26,"CASE,IF1,LRM1/1/1,OMNI",3057,13,Standard,910,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3540,Whitworth WTH-1S,WTH-1S,Whitworth,Inner Sphere,Skirmisher,40.0,2,8inj,0,4,3,0,3,False,3,False,0,False,0,1,25,SRM1/1,2610,10,Introductory,917,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1502,Hermes II HER-5SA,HER-5SA,Hermes II,Inner Sphere,Striker,40.0,2,12in,0,4,2,0,2,False,2,False,1,False,0,0,24,,3068,14,Standard,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Assassin ASN-30,ASN-30,Assassin,Inner Sphere,Scout,40.0,2,14inj,0,3,2,0,1,False,1,False,0,True,0,0,23,FLK0*/0*/0*,3062,247,Standard,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,Tsunami TS-P1,TS-P1,Tsunami,Inner Sphere,Scout,40.0,2,12inj,0,5,3,0,2,False,2,False,0,False,0,0,27,CASE,3052,13,Standard,933,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3541,Whitworth WTH-2,WTH-2,Whitworth,Inner Sphere,Missile Boat,40.0,2,8inj,0,4,3,0,2,False,2,False,2,False,0,1,25,IF1,3050,13,Standard,936,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3459,Vulcan VL-5T,VL-5T,Vulcan,Inner Sphere,Striker,40.0,2,12inj,0,4,3,0,2,False,2,False,0,False,0,0,24,,2778,10,Introductory,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,Strider SR1-OC,SR1-OC,Strider,Inner Sphere,Striker,40.0,2,12in,0,4,3,0,2,False,2,False,1,False,0,0,28,"C3S,CASE,IF1,MHQ1,OMNI",3057,13,Standard,944,0,0,0,0,0,1,0,1,0,1,0,0,0,0
263,Battle Cobra BTL-C-2O,BTL-C-2O,Battle Cobra,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,2,False,2,False,0,False,0,0,26,"C3I,ENE,MHQ2,OMNI",3063,247,Standard,944,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8370,"Vulcan VL-5ML ""Aladdin""","VL-5ML ""Aladdin""",Vulcan,Inner Sphere,Sniper,40.0,2,12inj,0,3,3,0,1,False,1,False,1,False,0,0,29,"AECM,IF1,MEL,SAW,STL",3143,16,Standard,947,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3545,Whitworth WTH-K,WTH-K,Whitworth,Inner Sphere,Missile Boat,40.0,2,8in/10inj,0,4,3,0,2,False,2,False,1,False,0,1,27,"C3S,IF1,JMPS1,MHQ1",3070,14,Standard,958,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3464,Vulcan VT-6C,VT-6C,Vulcan,Inner Sphere,Striker,40.0,2,12inj,0,3,3,0,2,False,2,False,1,False,0,0,26,"C3I,MHQ2",3070,14,Standard,959,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3465,Vulcan VT-6M,VT-6M,Vulcan,Inner Sphere,Striker,40.0,2,12inj,0,3,2,0,2,False,2,False,1,False,0,0,22,,3069,14,Standard,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,Phantom E,E,Phantom,Clan,Striker,40.0,2,18in,0,4,2,0,4,False,0,True,0,True,0,0,27,"CASE,OMNI",3061,13,Standard,975,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9346,Phantom G,G,Phantom,Clan,Scout,40.0,2,18in,0,4,2,0,2,False,2,False,0,False,0,0,31,"CASE,OMNI",3090,15,Standard,975,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3089,Strider SR1-OE,SR1-OE,Strider,Inner Sphere,Striker,40.0,2,12in,0,4,3,0,3,False,3,False,0,False,0,0,28,"CASE,OMNI",3058,13,Standard,976,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1498,"Hermes II HER-4K ""Hermes III""","HER-4K ""Hermes III""",Hermes II,Inner Sphere,Scout,40.0,2,12in,0,4,3,0,2,False,2,False,0,False,0,0,24,ENE,3025,256,Introductory,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,Whitworth WTH-1,WTH-1,Whitworth,Inner Sphere,Missile Boat,40.0,2,8inj,0,4,3,0,2,False,2,False,2,False,0,1,25,IF1,2689,10,Introductory,982,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1601,Icarus II ICR-2S,ICR-2S,Icarus II,Inner Sphere,Brawler,40.0,2,10inj,0,4,2,0,2,False,2,False,1,False,0,0,24,FLK1/1/1,3073,14,Standard,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,Cuirass CDR-2BC3,CDR-2BC3,Cuirass,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,3,False,3,False,0,False,0,0,31,"C3BSS,CASEII,MEL,MHQ2",3119,254,Advanced,990,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3539,Whitworth WTH-1H,WTH-1H,Whitworth,Inner Sphere,Juggernaut,40.0,2,8inj,0,4,3,0,3,False,3,False,1,False,0,0,25,,3066,247,Standard,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,Sentinel STN-5WB,STN-5WB,Sentinel,Inner Sphere,Striker,40.0,2,12in,0,3,2,0,3,False,3,False,0,False,0,0,24,"AC1/1/-,CASE",3070,14,Standard,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3737,"Assassin ""Servitor""","""Servitor""",Assassin,Inner Sphere,Striker,40.0,2,14inj,0,4,2,0,3,False,2,False,0,False,0,0,32,MEL,3066,247,Experimental,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9494,Battle Cobra BTL-C-2OI,BTL-C-2OI,Battle Cobra,Inner Sphere,Skirmisher,40.0,2,10in,0,4,3,0,3,False,3,False,0,False,0,0,29,"AMS,CASEII,INARC,OMNI,SRM1/1",3083,15,Standard,1019,0,0,0,0,1,0,1,1,0,0,0,0,0,0
6674,Night Stalker NSR-K3,NSR-K3,Night Stalker,Inner Sphere,Scout,40.0,2,16in,0,4,2,0,3,False,3,False,0,False,0,0,40,"MEL,PRB,RCN,TAG",3135,16,Advanced,1028,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3090,Strider SR1-OF,SR1-OF,Strider,Inner Sphere,Striker,40.0,2,12inj,0,4,3,0,2,False,2,False,0,False,0,1,25,"CASE,OMNI",3060,13,Standard,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1620,Initiate INI-02,INI-02,Initiate,Inner Sphere,Brawler,40.0,2,8in,0,5,3,0,4,False,4,False,1,False,0,0,32,"AMS,CASE,IF1",3058,13,Standard,1036,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6721,Night Stalker NSR-KC,NSR-KC,Night Stalker,Inner Sphere,Scout,40.0,2,16in,0,4,2,0,3,False,3,False,0,False,0,0,42,"C3S,MEL,MHQ1,PRB,RCN",3136,16,Advanced,1037,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3542,Whitworth WTH-2A,WTH-2A,Whitworth,Inner Sphere,Juggernaut,40.0,2,8inj,0,4,3,0,4,False,4,False,0,False,0,0,29,"C3S,CASE,MHQ1",3068,14,Standard,1055,0,0,0,0,0,0,0,1,0,1,0,0,0,0
804,Daimyo DMO-2K,DMO-2K,Daimyo,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,3,False,3,False,1,False,0,0,28,,3056,13,Standard,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,Watchman WTC-4DM2,WTC-4DM2,Watchman,Inner Sphere,Striker,40.0,2,10inj,0,5,3,0,2,False,2,False,0,False,0,0,26,REL,3145,16,Advanced,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,Watchman WTC-4M,WTC-4M,Watchman,Inner Sphere,Skirmisher,40.0,2,10inj,0,5,3,0,2,False,2,False,0,False,0,0,26,CASE,3055,13,Standard,1067,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2866,Sentry SNT-04,SNT-04,Sentry,Inner Sphere,Sniper,40.0,2,10inj,0,5,3,0,3,False,1,False,1,False,0,0,25,CASE,3056,13,Standard,1069,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3165,Targe TRG-2N,TRG-2N,Targe,Inner Sphere,Striker,40.0,2,18in,0,4,2,0,3,False,3,False,1,False,0,0,38,IF1,3084,15,Standard,1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,Clint CLNT-2-3U,CLNT-2-3U,Clint,Inner Sphere,Striker,40.0,2,12inj,0,2,3,0,2,False,2,False,1,False,0,1,22,ENE,3050,13,Standard,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,Werewolf WER-LF-005,WER-LF-005,Werewolf,Inner Sphere,Striker,40.0,2,10in/4inj,0,4,2,0,3,False,3,False,0,False,0,0,32,"STL,JMPW2",3060,13,Experimental,1082,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2216,Mongoose II MON-266,MON-266,Mongoose II,Inner Sphere,Scout,40.0,2,20in,0,4,2,0,1,False,1,False,1,False,0,0,39,"C3I,ECM,ENE,MHQ2,PRB,RCN",3073,14,Standard,1085,1,0,0,0,0,0,0,0,1,0,0,0,1,1
806,Daimyo DMO-5K,DMO-5K,Daimyo,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,2,False,2,False,1,False,0,0,31,"C3M,ENE,MHQ5,TAG",3062,247,Standard,1087,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8160,Sentinel STN-6S,STN-6S,Sentinel,Mixed,Sniper,40.0,2,12in,0,3,2,0,2,False,3,False,2,False,0,0,26,"CASEII,IF1",3135,16,Standard,1089,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2482,Phantom B,B,Phantom,Clan,Scout,40.0,2,18in,0,4,2,0,2,False,2,False,0,False,0,0,34,"CASE,OMNI,PRB,RCN,REAR1/1/-,SRM1/1",3052,13,Standard,1096,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9376,Cicada CDA-4A,CDA-4A,Cicada,Inner Sphere,Striker,40.0,2,20in,0,4,2,0,3,False,2,False,0,False,0,0,37,ENE,3150,16,Advanced,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8159,Griffin IIC 9,9,Griffin IIC,Mixed,Striker,40.0,2,12inj,0,4,3,0,2,False,2,False,1,False,0,0,26,"CASE,IF1",3144,16,Standard,1106,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1504,Hermes II HER-6D,HER-6D,Hermes II,Inner Sphere,Striker,40.0,2,12in,0,4,3,0,3,False,2,False,0,False,0,0,25,,3062,247,Standard,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Battle Cobra BTL-C-2OA,BTL-C-2OA,Battle Cobra,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,4,False,4,False,0,False,0,0,40,"C3I,ECM,ENE,MHQ2,OMNI,PRB,RCN,TAG",3063,247,Standard,1113,1,0,0,0,0,0,0,0,1,0,0,1,1,1
130,Assassin ASN-99,ASN-99,Assassin,Inner Sphere,Scout,40.0,2,14inj,0,4,2,0,1,False,1,False,1,False,0,0,32,"ECM,MEL,STL,TAG",3068,14,Standard,1116,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1499,Hermes II HER-5C,HER-5C,Hermes II,Inner Sphere,Striker,40.0,2,12in,0,4,2,0,2,False,2,False,1,False,0,1,29,"C3I,INARC,MHQ2",3062,247,Standard,1119,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9314,Hermes II HER-7A,HER-7A,Hermes II,Mixed,Sniper,40.0,2,12in,0,4,2,0,3,False,3,False,2,False,0,0,29,CASEII,3120,254,Standard,1121,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2660,Raptor II RPT-5X,RPT-5X,Raptor II,Inner Sphere,Sniper,40.0,2,14in/10inj,0,4,2,0,2,False,2,False,1,False,0,1,36,"ECM,IF1,MAS,OVL,JMPW1",3084,15,Experimental,1124,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6457,Calliope CAL-1MAF,CAL-1MAF,Calliope,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,2,False,2,False,1,False,0,0,25,"CASE,IF1",3127,254,Standard,1125,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9345,Phantom T,T,Phantom,Clan,Scout,40.0,2,18in,0,4,2,0,2,False,2,False,1,False,0,0,32,"CASE,IF0*,OMNI",3142,16,Standard,1138,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2867,Sentry SNT-W5,SNT-W5,Sentry,Inner Sphere,Skirmisher,40.0,2,10inj,0,5,2,0,3,False,2,False,0,False,0,1,27,CASE,3072,14,Advanced,1143,0,0,0,0,0,0,0,1,0,0,0,0,0,0
802,Daimyo DMO-1K,DMO-1K,Daimyo,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,3,False,3,False,1,False,0,0,28,,3053,13,Standard,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9428,Whitworth WTH-2H,WTH-2H,Whitworth,Inner Sphere,Brawler,40.0,2,10in/8inj,0,4,3,0,3,False,3,False,0,False,0,0,28,"CASEII,JMPW1",3139,16,Standard,1148,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6718,Night Stalker NSR-K1,NSR-K1,Night Stalker,Inner Sphere,Scout,40.0,2,16in,0,4,2,0,3,False,3,False,0,False,0,0,39,"MEL,PRB,RCN",3134,16,Advanced,1149,0,0,0,0,0,0,0,0,0,0,0,0,1,1
805,Daimyo DMO-4K,DMO-4K,Daimyo,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,3,False,3,False,1,False,0,0,28,ENE,3058,13,Standard,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,Clint CLNT-3-4T,CLNT-3-4T,Clint,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,2,False,2,False,0,True,0,0,24,"CASEII,FLK0*/0*/0*,RFA",3109,254,Advanced,1157,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9395,Assassin ASN-109,ASN-109,Assassin,Inner Sphere,Scout,40.0,2,14inj,0,4,2,0,1,False,1,False,1,False,0,0,33,"AECM,CASEII,IF0*,STL",3140,16,Standard,1158,1,1,1,0,0,1,0,1,0,0,0,0,0,0
597,Cicada CDA-3MA,CDA-3MA,Cicada,Inner Sphere,Striker,40.0,2,16in,0,5,2,0,3,False,2,False,0,False,0,0,35,ENE,3068,14,Standard,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,Phantom Prime,Prime,Phantom,Clan,Scout,40.0,2,18in,0,4,2,0,2,False,2,False,0,True,0,0,37,"CASE,ECM,IF0*,OMNI,PRB,RCN,TAG",3052,13,Standard,1159,1,0,0,0,0,1,0,1,0,0,0,1,1,1
6719,Night Stalker NSR-K4,NSR-K4,Night Stalker,Inner Sphere,Scout,40.0,2,16in,0,4,2,0,3,False,3,False,0,False,0,0,39,"CASE,MEL,PRB,RCN",3136,16,Advanced,1159,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3950,Chimera CMA-1S,CMA-1S,Chimera,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,3,False,2,False,1,False,0,1,26,,3063,247,Standard,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9350,Phantom L,L,Phantom,Clan,Scout,40.0,2,18in,0,4,2,0,1,False,1,False,0,False,0,0,27,"CASE,HT1/1/1,OMNI",3142,16,Standard,1178,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2486,Phantom H,H,Phantom,Clan,Striker,40.0,2,18in,0,4,2,0,5,False,1,False,0,False,0,0,30,"ENE,OMNI",3062,247,Standard,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,Sentinel STN-4D,STN-4D,Sentinel,Inner Sphere,Striker,40.0,2,12in,0,4,3,0,2,False,2,False,0,False,0,0,24,CASE,3063,247,Standard,1179,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3951,Chimera CMA-C,CMA-C,Chimera,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,2,False,2,False,1,False,0,1,27,"C3S,MHQ1",3063,247,Standard,1182,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6917,Strider SR1-OH,SR1-OH,Strider,Mixed,Sniper,40.0,2,12in,0,4,3,0,2,False,2,False,2,False,0,0,26,"CASE,OMNI",3099,15,Standard,1192,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3463,Vulcan VT-5Sr,VT-5Sr,Vulcan,Inner Sphere,Scout,40.0,2,16in/12inj,0,3,2,0,2,False,1,False,0,False,0,1,26,"CASE,HT1/-/-,JMPW1",3075,14,Standard,1210,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2218,Mongoose II MON-268,MON-268,Mongoose II,Inner Sphere,Striker,40.0,2,20in,0,4,2,0,2,False,2,False,0,False,0,0,46,"C3M,ENE,MHQ5,PRB,RCN,TAG",3076,14,Standard,1215,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9492,Battle Cobra BTL-C-2OG,BTL-C-2OG,Battle Cobra,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,3,False,2,False,0,False,0,0,24,"CASEII,OMNI",3083,15,Standard,1217,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,Battle Cobra BTL-C-2OD,BTL-C-2OD,Battle Cobra,Inner Sphere,Sniper,40.0,2,10in,0,4,3,0,2,False,3,False,3,False,0,0,33,"C3I,ENE,MHQ2,OMNI",3069,14,Standard,1221,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3533,Watchman WTC-4DM,WTC-4DM,Watchman,Inner Sphere,Skirmisher,40.0,2,10inj,0,5,3,0,3,False,3,False,1,False,0,0,31,ENE,3063,247,Standard,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,Cuirass CDR-2X,CDR-2X,Cuirass,Inner Sphere,Sniper,40.0,2,12inj,0,4,2,0,2,False,2,False,2,False,0,0,26,"ENE,MEL",3134,16,Advanced,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,Whitworth WTH-5S,WTH-5S,Whitworth,Inner Sphere,Brawler,40.0,2,10in/8inj,0,4,1,0,4,False,4,False,0,False,0,0,32,"CASEII,ECM,JMPW1",3074,14,Experimental,1230,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6915,Targe TRG-3M,TRG-3M,Targe,Inner Sphere,Striker,40.0,2,20in,0,4,2,0,2,False,3,False,1,False,0,0,43,"CASE,IF1",3109,254,Standard,1233,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8371,"Watchman WTC-4MB ""Belle""","WTC-4MB ""Belle""",Watchman,Inner Sphere,Scout,40.0,2,10in,0,4,2,0,3,False,3,False,0,False,0,0,31,"DCC1,ECM,ENE,LPRB,RCN,WAT",3144,16,Advanced,1234,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2217,Mongoose II MON-267,MON-267,Mongoose II,Inner Sphere,Scout,40.0,2,20in,0,3,2,0,1,False,1,False,1,False,0,0,36,"C3S,ECM,ENE,MHQ1,PRB,RCN,STL",3073,14,Standard,1237,1,0,1,0,0,0,0,0,0,1,0,0,1,1
1503,Hermes II HER-5Sr,HER-5Sr,Hermes II,Inner Sphere,Sniper,40.0,2,12in,0,4,3,0,2,False,3,False,2,False,0,0,31,"ECM,ENE",3074,14,Standard,1242,1,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Clint CLNT-2-3UL,CLNT-2-3UL,Clint,Inner Sphere,Striker,40.0,2,12inj,0,2,3,0,2,False,2,False,0,False,0,0,20,ENE,3069,14,Standard,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7584,Dragonfly (Viper) J,J,Dragonfly (Viper),Clan,Striker,40.0,2,16inj,0,4,2,0,3,False,2,False,1,False,0,0,33,"CASE,OMNI",3144,16,Standard,1259,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2861,Sentinel STN-3Lb,STN-3Lb,Sentinel,Inner Sphere,Sniper,40.0,2,12in,0,4,2,0,3,False,2,False,2,False,0,0,26,,2715,10,Standard,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,Sha Yu SYU-4B,SYU-4B,Sha Yu,Inner Sphere,Striker,40.0,2,14in,0,5,2,0,3,False,3,False,0,True,0,1,49,"C3S,ECM,IF0*,MHQ1,STL",3065,247,Standard,1267,1,0,1,0,0,1,0,0,0,1,0,0,0,0
9495,Battle Cobra BTL-C-2OJ,BTL-C-2OJ,Battle Cobra,Inner Sphere,Skirmisher,40.0,2,12in,0,4,3,0,3,False,3,False,0,False,0,0,28,"OMNI,REL",3144,15,Advanced,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Cicada CDA-3G,CDA-3G,Cicada,Inner Sphere,Striker,40.0,2,16inj,0,4,2,0,2,False,2,False,1,False,0,0,35,"ENE,PRB,RCN",3056,13,Standard,1270,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8392,Battle Cobra J,J,Battle Cobra,Clan,Striker,40.0,2,12in,0,4,3,0,3,False,3,False,1,False,0,0,29,"CASE,OMNI",3147,16,Standard,1272,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2658,Raptor II RPT-2X1,RPT-2X1,Raptor II,Inner Sphere,Striker,40.0,2,18in,0,4,2,0,2,False,2,False,1,False,0,1,39,"BH,CASE,ECM,MAS,RCN,REAR0*/0*/-",3073,14,Experimental,1274,1,0,0,0,0,0,0,1,0,0,0,0,1,0
650,Clint CLNT-5U,CLNT-5U,Clint,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,2,False,2,False,1,False,0,1,28,"C3S,ENE,MHQ1,TAG",3062,247,Standard,1275,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3312,Tsunami TS-P1D,TS-P1D,Tsunami,Inner Sphere,Striker,40.0,2,12in/8inj,0,4,3,0,3,False,3,False,0,False,0,0,29,"CASE,TSM,JMPW1",3063,247,Advanced,1298,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,Battle Cobra BTL-C-2OF,BTL-C-2OF,Battle Cobra,Inner Sphere,Brawler,40.0,2,10in,0,4,3,0,2,False,2,False,0,False,0,0,28,"C3I,ENE,HT1/1/-,MHQ2,OMNI",3070,14,Standard,1300,0,0,0,0,0,0,0,0,1,0,0,0,0,0
769,Cuirass CDR-1X,CDR-1X,Cuirass,Inner Sphere,Striker,40.0,2,12inj,0,4,2,0,2,False,2,False,0,False,0,1,25,"CASE,MEL",3086,15,Standard,1301,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2659,Raptor II RPT-3X,RPT-3X,Raptor II,Inner Sphere,Striker,40.0,2,18in,0,4,2,0,3,False,3,False,0,False,0,1,39,"ECM,MAS",3084,15,Experimental,1304,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9493,Battle Cobra BTL-C-2OH,BTL-C-2OH,Battle Cobra,Inner Sphere,Missile Boat,40.0,2,10in,0,4,3,0,3,False,3,False,2,False,0,0,31,"CASE,IF2,OMNI",3083,15,Standard,1305,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4850,Pouncer F,F,Pouncer,Clan,Scout,40.0,2,12in/10inj,0,4,2,0,2,False,2,False,0,False,0,0,29,"CASE,HT2/2/1,OMNI,PRB,RCN,RSD1",3069,14,Standard,1308,0,0,0,0,0,0,0,1,0,0,0,0,1,1
594,Cicada CDA-3F,CDA-3F,Cicada,Inner Sphere,Striker,40.0,2,16inj,0,4,2,0,2,False,2,False,1,False,0,0,32,ENE,3052,13,Standard,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Arctic Wolf,,Arctic Wolf,Clan,Striker,40.0,2,14in,0,3,2,0,4,False,4,False,0,False,0,1,39,"CASE,SNARC,SRM4/4",3059,13,Standard,1330,0,0,0,0,1,0,1,1,0,0,0,0,0,0
803,Daimyo DMO-1K2 (al-Shahab),DMO-1K2 (al-Shahab),Daimyo,Inner Sphere,Brawler,40.0,2,12in,0,4,2,0,2,False,2,False,1,False,0,0,24,ENE,3066,247,Experimental,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Clint CLNT-6S,CLNT-6S,Clint,Inner Sphere,Striker,40.0,2,14in,0,4,2,0,3,False,3,False,2,False,0,0,37,ENE,3069,14,Standard,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7588,Dragonfly (Viper) R,R,Dragonfly (Viper),Clan,Scout,40.0,2,16inj,0,4,2,0,2,False,2,False,0,False,0,0,36,"BH,CASE,LTAG,OMNI,RCN,SNARC",3110,254,Standard,1335,0,0,0,0,0,0,1,1,0,0,0,1,1,0
700,Corvis,,Corvis,Clan,Brawler,40.0,2,8inj,0,4,3,0,4,False,4,False,2,False,0,0,29,CASE,2845,11,Standard,1336,0,0,0,0,0,0,0,1,0,0,0,0,0,0
